title,visitId,name,persistentCart,timestamp
"Schedule a Service - Best Buy","3e3492b0-b278-4764-a593-0ab4dca0adc9","AMRUTHABOYAPATI","False","2025-01-21 21:34:11"
"Cart - Best Buy","603a3f8b-b2ab-4b2a-85a9-2455a884195b","MANIDEEPBOYAPATI9","False","2025-01-21 17:30:08"
"Schedule a Service - Best Buy","9592c559-2217-4ba7-a53f-d265667017a2","THOTARAVANA3","True","2025-01-21 17:37:53"
"Deal of the Day: Electronics Deals - Best Buy","c2dc66f8-c0b9-4510-bbe8-1800aa3e5ecd","VIKATARI","False","2025-01-21 04:23:09"
"Best Buy Top Deals","d0b768ec-0b19-4a16-b133-5ba1a8168bd1","MANIDEEPBOYAPATI9","False","2025-01-21 06:03:09"
"Schedule a Service - Best Buy","a06897d2-fcb3-4229-a29c-1dffd0368fc7","ABAGAM","False","2025-01-21 01:38:31"
"Schedule a Service - Best Buy","80d651bc-485f-48f8-b4a2-8798bd41182f","VIKATARI","True","2025-01-21 15:24:33"
"Best Buy Support & Customer Service","17fd15be-b110-44bc-bd25-baf99554c856","SRIKANTHPITTA18","False","2025-01-21 16:52:06"
"Deal of the Day: Electronics Deals - Best Buy","5a3cf48e-df0e-4cfa-ba37-45e5d0cb960c","ABAGAM","True","2025-01-21 21:29:40"
"Deal of the Day: Electronics Deals - Best Buy","52834ceb-5430-4feb-bf7d-27d6a7bb72a9","BHAVANA916","False","2025-01-21 22:33:55"
"Best Buy Support & Customer Service","30cdf62b-d584-40e2-88dc-e4d2b8df15fa","SHIVA005_ARCH","True","2025-01-21 11:46:23"
"Best Buy Support & Customer Service","40cfe418-75d4-4279-9106-058e2f6c509e","SASI2025","False","2025-01-21 09:43:09"
"Remote Support: Geek Squad - Best Buy","014939ee-5f42-4571-9a88-bae0fa0d2a8b","SRIKANTHPITTA18","False","2025-01-21 08:41:35"
"Best Buy | Official Online Store | Shop Now &amp; Save","919b6afd-e61a-47f5-8a1c-16ee991a0bc7","THOTARAVANA3","False","2025-01-21 23:03:44"
"Best Buy | Official Online Store | Shop Now &amp; Save","7745c758-a26e-45c5-9faa-3e40bde5d11a","NAGALAKSHMI529","True","2025-01-21 04:05:08"
"Remote Support: Geek Squad - Best Buy","d89b449e-888a-4cc7-8f58-eff0fd72db9d","RTUMMALA999","False","2025-01-21 22:34:14"
"Track Your Repair - Best Buy","7e1c33d6-fea0-4d86-a89d-54a799c9e4c2","THOTARAVANA3","False","2025-01-21 20:10:40"
"Best Buy Support & Customer Service","3c4a844e-0a55-4420-81b3-93ff8b80a0b0","NAGALAKSHMI529","False","2025-01-21 14:48:51"
"Member Deals - Best Buy","11e41429-566b-4b97-957e-5f1bb78eaf1a","SRIBIGDATA24","True","2025-01-21 10:06:27"
"Remote Support: Geek Squad - Best Buy","1d75e4a4-e47b-487d-a0b6-ebe8eadcac90","SASI2025","False","2025-01-21 16:14:37"
"Remote Support: Geek Squad - Best Buy","382e7dc5-8ee1-4e3a-bf74-966dc907dca2","NAGALAKSHMI529","True","2025-01-21 17:21:39"
"Remote Support: Geek Squad - Best Buy","2eae4532-f9a8-4b46-84f7-85abcabe8c0a","ANVITAD23","False","2025-01-21 20:04:18"
"Best Buy Support & Customer Service","de1a981b-27a2-41c4-ac85-a98aa1b0018a","AMRUTHABOYAPATI","True","2025-01-21 00:10:31"
"Deal of the Day: Electronics Deals - Best Buy","77c46e8a-345a-4edc-a081-e2c0fb54f603","ABAGAM","True","2025-01-21 16:11:51"
"Cart - Best Buy","2a0ad78e-e7ee-4cbc-b954-4cc71b90d5e1","NANDY_12","True","2025-01-21 19:40:14"
"Track Your Repair - Best Buy","84a57960-c291-4bb5-8464-a091f5982310","THOTARAVANA3","False","2025-01-21 08:10:51"
"Best Buy | Official Online Store | Shop Now &amp; Save","739083f7-7a3e-4ae1-81fd-e0937dd35067","THOTARAVANA3","False","2025-01-21 21:31:23"
"Cart - Best Buy","7f5afd52-583e-4d1b-9925-31e859d92196","RTUMMALA999","False","2025-01-21 22:37:45"
"Member Deals - Best Buy","8d5fba1d-f74a-4517-a8c2-29159b368daa","VIJAYCHIMATA","True","2025-01-21 23:37:00"
"Best Buy Top Deals","6db64929-a8eb-4e28-96ab-d3434ecc13c6","ABAGAM","True","2025-01-21 17:36:03"
"Member Deals - Best Buy","80fa6425-1984-4ba8-a938-ab998fcdf983","BHAVANA916","True","2025-01-21 21:20:51"
"Best Buy | Official Online Store | Shop Now &amp; Save","02f53e4f-ec40-4a1e-88f6-4aacd319a0c1","SHIVA005_ARCH","True","2025-01-21 08:20:02"
"Deal of the Day: Electronics Deals - Best Buy","9cb2f788-6a0c-4808-8a7a-6c50fe4aef39","VIKATARI","False","2025-01-21 11:59:27"
"Best Buy Top Deals","5d6bd9c5-a3c2-4b56-863b-62d0f0b33d13","THOTARAVANA3","False","2025-01-21 22:58:58"
"Best Buy Top Deals","f02b0db0-1383-4218-a71c-78bd577ba613","ANVITAD23","True","2025-01-21 03:52:20"
"Deal of the Day: Electronics Deals - Best Buy","95bba738-8465-4a7d-b1ff-46354a2d8ecb","SRIKANTHPITTA18","False","2025-01-21 12:55:22"
"Member Deals - Best Buy","73c69b9b-0a40-4b9b-af73-16a7d29fc19d","ANVITAD23","True","2025-01-21 16:21:47"
"Member Deals - Best Buy","49f91548-4360-4487-ba0c-58f773b978f6","SRIKANTHPITTA18","False","2025-01-21 01:56:13"
"Remote Support: Geek Squad - Best Buy","d99f63d0-9cc1-43f8-afac-f795a032768a","ANVITAD23","False","2025-01-21 06:31:35"
"Track Your Repair - Best Buy","6b55c7bc-b95c-4f32-9e87-d3b4a5a95e98","NAGALAKSHMI529","False","2025-01-21 07:28:01"
"Deal of the Day: Electronics Deals - Best Buy","381e8da6-7241-4d3b-9a6d-b417a9d33902","NAGALAKSHMI529","True","2025-01-21 23:24:43"
"Remote Support: Geek Squad - Best Buy","2a3ed94f-c2e9-4664-b729-f33fd93e9637","SASI2025","True","2025-01-21 06:10:28"
"Schedule a Service - Best Buy","a1228eb8-1d6d-4868-972b-dd7c97c33ad9","NANDY_12","False","2025-01-21 19:54:00"
"Cart - Best Buy","3f9cebe4-fbca-435b-a099-56a7e68f2b99","NANDY_12","False","2025-01-21 19:55:54"
"Cart - Best Buy","29981659-b99f-467e-9c6f-8ddb5812ff1b","VIKATARI","False","2025-01-21 23:19:21"
"Best Buy Top Deals","7bd2fa49-185c-4b3d-967e-66578cff23b8","SRIBIGDATA24","True","2025-01-21 11:10:30"
"Track Your Repair - Best Buy","068ebfa1-9f5a-491e-898a-2abda591d0eb","SASI2025","False","2025-01-21 16:51:28"
"Track Your Repair - Best Buy","7fbf46a4-673a-4274-8c80-2f8d384b77ef","ANVITAD23","True","2025-01-21 11:41:15"
"Best Buy Support & Customer Service","9d8f90e7-d7ae-46a5-91c9-ab7ce52cf755","VIKATARI","True","2025-01-21 01:32:06"
"Cart - Best Buy","a61b14e1-19a9-4e89-bf7f-98ab7cf7ae85","BHAVANA916","True","2025-01-21 06:52:22"
"Cart - Best Buy","f6d32692-2af4-4ee4-b4ca-e3729487e508","SRIBIGDATA24","True","2025-01-21 17:42:17"
"Deal of the Day: Electronics Deals - Best Buy","e3e4bf8e-594a-41ad-959c-4e37284c8c28","NAGALAKSHMI529","False","2025-01-21 12:25:37"
"Best Buy | Official Online Store | Shop Now &amp; Save","af4fa6c4-7279-4488-8a06-713db1c61e44","AMRUTHABOYAPATI","True","2025-01-21 03:18:29"
"Best Buy Top Deals","32bfedd1-5d12-4bdd-8f27-f1965d9b4b25","THOTARAVANA3","True","2025-01-21 18:53:15"
"Remote Support: Geek Squad - Best Buy","5b8003f4-b31c-41eb-acf2-391e9ecdbab6","BHAVANA916","False","2025-01-21 21:34:06"
"Remote Support: Geek Squad - Best Buy","5e6cc915-f756-41cf-9412-9976481ddbf9","RTUMMALA999","True","2025-01-21 04:48:22"
"Clearance Electronics Outlet - Best Buy","2d3e34d1-a9a8-4b62-9bee-93d11e04df08","BHAVANA916","False","2025-01-21 12:57:53"
"Deal of the Day: Electronics Deals - Best Buy","c9e08353-7f08-43f0-8894-84f6efba8ff6","SASI2025","True","2025-01-21 22:37:06"
"Deal of the Day: Electronics Deals - Best Buy","5138eacf-7dab-4bc3-a953-c8a38ea4c535","SHIVA005_ARCH","False","2025-01-21 15:28:37"
"Member Deals - Best Buy","142ce915-4983-4802-9466-962faaeaf820","RTUMMALA999","True","2025-01-21 16:40:14"
"Best Buy | Official Online Store | Shop Now &amp; Save","85e084ae-8b50-4194-bf41-e520775ac140","SRIKANTHPITTA18","False","2025-01-21 12:16:04"
"Track Your Repair - Best Buy","df96abe5-61fc-4ed6-a49f-a86107aae71f","SRIBIGDATA24","False","2025-01-21 15:11:27"
"Clearance Electronics Outlet - Best Buy","a820359a-9443-402c-b7db-ab2591f97e07","MANIDEEPBOYAPATI9","True","2025-01-21 22:38:50"
"Clearance Electronics Outlet - Best Buy","e9e088a8-7712-48bb-9237-737f5bc7dd26","AMRUTHABOYAPATI","True","2025-01-21 02:39:33"
"Best Buy | Official Online Store | Shop Now &amp; Save","8d469146-5e17-4b39-842d-2ac3c74270be","VIJAYCHIMATA","True","2025-01-21 18:00:12"
"Track Your Repair - Best Buy","27295ed5-6c61-4a7a-894a-4bcb1b66641f","THOTARAVANA3","False","2025-01-21 10:30:47"
"Best Buy | Official Online Store | Shop Now &amp; Save","7bec868f-8845-469f-9bc1-c26b367b526f","SRIKANTHPITTA18","False","2025-01-21 17:42:11"
"Best Buy Support & Customer Service","74f508be-ab3f-4def-964e-e4ddfd3a5cea","SRIKANTHPITTA18","True","2025-01-21 03:23:44"
"Best Buy Support & Customer Service","2f4fdcc6-dc85-4b99-ab24-0d07c6d904ec","ANVITAD23","True","2025-01-21 00:43:44"
"Best Buy Support & Customer Service","1c020701-615b-4171-8c97-99f67e664390","THOTARAVANA3","True","2025-01-21 08:40:48"
"Best Buy Top Deals","af837930-a717-46c6-b1d4-16f538d9e02f","BHAVANA916","True","2025-01-21 09:10:47"
"Best Buy Support & Customer Service","f79cdf5b-601a-430d-b1a6-56482f66eec3","MANIDEEPBOYAPATI9","True","2025-01-21 01:45:12"
"Schedule a Service - Best Buy","61318ed0-8e6b-4a20-98ee-4d9703bb5c5f","MANIDEEPBOYAPATI9","True","2025-01-21 14:08:17"
"Best Buy Support & Customer Service","a8bd1002-6d15-4077-b4c3-277d61e356e1","SHIVA005_ARCH","False","2025-01-21 09:09:33"
"Cart - Best Buy","bcd1da66-413e-4228-a822-c22ab6e03396","AMRUTHABOYAPATI","True","2025-01-21 22:08:43"
"Best Buy Support & Customer Service","fae40d40-613f-4e39-b6e8-cfe5f86343bf","SRIKANTHPITTA18","False","2025-01-21 00:37:13"
"Best Buy Support & Customer Service","99bf4b36-10e0-45fc-8360-731ceaf53170","ANVITAD23","True","2025-01-21 11:36:43"
"Member Deals - Best Buy","9a435f53-3762-43f2-8400-447cf2213f13","MANIDEEPBOYAPATI9","True","2025-01-21 06:50:26"
"Best Buy Support & Customer Service","196abbb1-6d10-4a58-9ae2-ab17c307f8b6","SHIVA005_ARCH","False","2025-01-21 11:11:00"
"Cart - Best Buy","26b7e9c3-2523-4faf-872a-2d08b2bca11d","ANVITAD23","False","2025-01-21 17:36:57"
"Best Buy Support & Customer Service","5095cee2-6dd8-497d-b8ff-54a1f4794010","ANVITAD23","False","2025-01-21 14:59:25"
"Cart - Best Buy","fd3c2a63-917b-457a-b67b-fd65d4b0fe34","VIJAYCHIMATA","True","2025-01-21 22:17:45"
"Best Buy | Official Online Store | Shop Now &amp; Save","c98713ab-f1fb-4495-9b6d-fe511f305c85","SRIKANTHPITTA18","False","2025-01-21 07:05:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","1ed3c538-97e8-4ce0-96e3-eea9e28d1c24","SASI2025","False","2025-01-21 00:08:04"
"Member Deals - Best Buy","c9114b48-838d-403f-914b-1a5194da5a44","SHIVA005_ARCH","False","2025-01-21 16:42:29"
"Schedule a Service - Best Buy","c27d38de-b05b-4cc1-8bd7-7f955b84f0b3","THOTARAVANA3","False","2025-01-21 01:57:47"
"Member Deals - Best Buy","a6b6316f-6121-4ad0-b25d-5df130ec3b61","NAGALAKSHMI529","False","2025-01-21 03:03:34"
"Best Buy | Official Online Store | Shop Now &amp; Save","a31628ce-43c2-4f8f-aa0f-6a95bef5e967","VIJAYCHIMATA","True","2025-01-21 13:52:26"
"Member Deals - Best Buy","734d945e-50ec-48cc-b0ae-a4842de4a539","MANIDEEPBOYAPATI9","True","2025-01-21 20:18:41"
"Clearance Electronics Outlet - Best Buy","3e5df238-d1cf-482f-aaef-b374082d8ec3","MANIDEEPBOYAPATI9","True","2025-01-21 09:27:51"
"Schedule a Service - Best Buy","e292aa91-1c09-4d35-ad8d-a00396a67b7d","SRIBIGDATA24","True","2025-01-21 03:19:20"
"Best Buy Support & Customer Service","ce1f6aa4-c808-48ed-a832-a35bc48b91f8","MANIDEEPBOYAPATI9","True","2025-01-21 23:35:29"
"Clearance Electronics Outlet - Best Buy","24f17309-46a6-4e9d-93fd-b02fb1c1ad1f","SRIKANTHPITTA18","True","2025-01-21 12:06:26"
"Track Your Repair - Best Buy","111d05fd-2c53-4191-9645-a71b427eb2cc","ANVITAD23","True","2025-01-21 21:02:55"
"Clearance Electronics Outlet - Best Buy","eb8f2d6c-0e6e-4643-99a6-2a83bb2baafa","NANDY_12","False","2025-01-21 10:23:09"
"Schedule a Service - Best Buy","1e2df49b-ba7c-44ea-b528-9adf6a862202","MANIDEEPBOYAPATI9","True","2025-01-21 10:46:09"
"Remote Support: Geek Squad - Best Buy","e51160ad-75eb-42dd-9b4c-96199c8cdf1f","SRIKANTHPITTA18","False","2025-01-21 04:48:01"
"Best Buy Top Deals","faac90a6-209f-4810-a95c-277557d709a9","SRIKANTHPITTA18","False","2025-01-21 17:36:49"
"Track Your Repair - Best Buy","6d6a821f-e012-4071-87a0-f45c115c0332","THOTARAVANA3","False","2025-01-21 10:31:48"
"Clearance Electronics Outlet - Best Buy","3a016f6c-8f8e-47cb-ab16-6f61dc4cf9bc","SASI2025","False","2025-01-21 03:15:31"
"Schedule a Service - Best Buy","cfbfd7b5-143b-4dbe-b43f-f7fbefd7ce60","SHIVA005_ARCH","False","2025-01-21 12:49:56"
"Best Buy Support & Customer Service","52907d7f-8d15-4b75-a6d2-e75705e30d23","SHIVA005_ARCH","False","2025-01-21 15:35:06"
"Cart - Best Buy","bf604910-fdab-4e35-92ea-0d9da078178f","VIJAYCHIMATA","False","2025-01-21 08:56:32"
"Remote Support: Geek Squad - Best Buy","b665da76-c95b-4b54-8b31-006b493b6b6e","BHAVANA916","True","2025-01-21 17:35:58"
"Schedule a Service - Best Buy","d43bc0c3-db55-4305-961c-16f042c751df","VIKATARI","True","2025-01-21 15:52:28"
"Best Buy Top Deals","eec6e80c-70b0-43e1-a354-7e1fbe2af687","SASI2025","True","2025-01-21 01:50:25"
"Clearance Electronics Outlet - Best Buy","7a9bdc55-f4e1-45b5-9c34-a3c38d740572","SRIKANTHPITTA18","False","2025-01-21 13:04:51"
"Track Your Repair - Best Buy","15b492ea-7237-40e9-ba2f-0b8a50141125","BHAVANA916","True","2025-01-21 12:28:01"
"Clearance Electronics Outlet - Best Buy","b9db2d42-a752-425f-9a8c-50dacc77f7f5","AMRUTHABOYAPATI","False","2025-01-21 01:21:29"
"Best Buy Support & Customer Service","c4e2d955-97c2-46e9-8843-8829a26d0936","AMRUTHABOYAPATI","False","2025-01-21 12:47:45"
"Schedule a Service - Best Buy","0feda5bb-8156-4080-b02f-21ca765e744a","NAGALAKSHMI529","True","2025-01-21 05:21:23"
"Best Buy Top Deals","8421e286-029b-48b7-95a0-85f7a780270e","SHIVA005_ARCH","False","2025-01-21 08:47:08"
"Remote Support: Geek Squad - Best Buy","90020202-99f3-4d0f-b628-15ecdf9928a5","ABAGAM","False","2025-01-21 01:56:07"
"Best Buy | Official Online Store | Shop Now &amp; Save","1cee8c32-291d-4cd9-84f4-3cab5146eb68","BHAVANA916","False","2025-01-21 04:53:21"
"Cart - Best Buy","0fe0553c-1f80-46d0-9455-48d3f756da60","RTUMMALA999","True","2025-01-21 10:00:11"
"Deal of the Day: Electronics Deals - Best Buy","6277da55-74ef-4d20-a27c-6b514a5641b5","SHIVA005_ARCH","False","2025-01-21 13:36:22"
"Cart - Best Buy","5c535b60-a1c9-4516-aa78-4826db694bc4","SRIKANTHPITTA18","True","2025-01-21 15:14:22"
"Best Buy | Official Online Store | Shop Now &amp; Save","7ca08480-6570-413a-9603-953d5b0746c5","RTUMMALA999","True","2025-01-21 19:23:47"
"Cart - Best Buy","5f7f9c86-cf25-405c-8faa-49976f6ea27a","NAGALAKSHMI529","True","2025-01-21 15:56:27"
"Schedule a Service - Best Buy","24f9efd4-aa10-43cf-af8d-33fa92689924","RTUMMALA999","True","2025-01-21 12:17:03"
"Best Buy Top Deals","a3c3e0fa-15d0-4337-9f7b-0100f09345e4","SRIBIGDATA24","False","2025-01-21 23:09:23"
"Remote Support: Geek Squad - Best Buy","1f8b5caa-a04b-42ab-b655-d1f4a3103e71","ABAGAM","True","2025-01-21 06:28:54"
"Schedule a Service - Best Buy","ad445e68-1ed3-4408-bfc9-635822fe3529","RTUMMALA999","True","2025-01-21 17:50:48"
"Remote Support: Geek Squad - Best Buy","d561def9-e40b-46ab-afa0-2a98c26c113a","RTUMMALA999","True","2025-01-21 04:18:20"
"Cart - Best Buy","a701147b-7cce-4966-a8d6-3d121606df55","NANDY_12","True","2025-01-21 01:27:17"
"Member Deals - Best Buy","7cff91cd-a902-45f7-8202-820e5b307755","SHIVA005_ARCH","True","2025-01-21 02:49:53"
"Track Your Repair - Best Buy","6eae4fe5-558f-47f6-a07d-b76437a9c123","VIKATARI","False","2025-01-21 20:59:06"
"Best Buy Support & Customer Service","a32e4d6d-4909-4c60-bbe1-33703dbf89c0","MANIDEEPBOYAPATI9","False","2025-01-21 13:41:35"
"Remote Support: Geek Squad - Best Buy","437a0001-d71c-4ef7-ab2d-4e76d2ea0070","SASI2025","True","2025-01-21 19:55:45"
"Track Your Repair - Best Buy","81d4ae89-9de0-4ec4-85a2-ea40568848c2","VIJAYCHIMATA","True","2025-01-21 20:03:15"
"Member Deals - Best Buy","5f4e8f63-7415-487c-9c21-ed03edbd4073","VIJAYCHIMATA","True","2025-01-21 14:35:09"
"Deal of the Day: Electronics Deals - Best Buy","89871f1d-bd4b-4fdd-8f95-a0ec755c63e4","SASI2025","True","2025-01-21 18:47:19"
"Schedule a Service - Best Buy","63fbf77e-9309-44fa-9dac-17eb1e6c54cb","VIJAYCHIMATA","False","2025-01-21 23:20:54"
"Deal of the Day: Electronics Deals - Best Buy","133542d5-9cd1-45e7-b126-785f364e5767","NAGALAKSHMI529","False","2025-01-21 08:14:50"
"Best Buy Support & Customer Service","3be1d270-cbd0-46c6-8f1e-694490a2b5ea","MANIDEEPBOYAPATI9","True","2025-01-21 07:55:55"
"Schedule a Service - Best Buy","6f4041a2-6979-43de-93af-3eef87addceb","ABAGAM","True","2025-01-21 14:40:15"
"Member Deals - Best Buy","8255b81b-78da-4e43-b811-2f1df84e7781","SASI2025","True","2025-01-21 07:47:07"
"Best Buy | Official Online Store | Shop Now &amp; Save","2ba9bc6f-2487-410c-8507-07a0dcb35dcc","MANIDEEPBOYAPATI9","False","2025-01-21 18:03:52"
"Member Deals - Best Buy","ed90f28d-74e8-497b-8582-d402938b56f5","BHAVANA916","True","2025-01-21 06:29:32"
"Best Buy Support & Customer Service","a64a8c81-2565-47e1-a8d6-ceb217b59500","ANVITAD23","True","2025-01-21 19:51:50"
"Deal of the Day: Electronics Deals - Best Buy","3d962fea-f7bc-4861-bbf6-bfe2b7231f94","NANDY_12","False","2025-01-21 07:59:14"
"Cart - Best Buy","4815f4d8-df8d-419f-bf52-177d5f82d712","NANDY_12","True","2025-01-21 07:45:33"
"Member Deals - Best Buy","32562909-ae55-40f5-8fca-dfc0f7c83b1f","SHIVA005_ARCH","True","2025-01-21 09:51:13"
"Schedule a Service - Best Buy","ab1af569-36e1-437e-96f7-c51be27badc0","VIKATARI","False","2025-01-21 00:13:06"
"Member Deals - Best Buy","dbe70c11-4f80-4a26-9158-54010abd05dc","AMRUTHABOYAPATI","True","2025-01-21 01:29:54"
"Clearance Electronics Outlet - Best Buy","86731706-9af8-40ee-82a6-8b559589412d","BHAVANA916","True","2025-01-21 12:53:16"
"Track Your Repair - Best Buy","309cd2ae-8d1f-45ae-82fc-05ebf4669681","VIJAYCHIMATA","True","2025-01-21 04:57:29"
"Schedule a Service - Best Buy","9e9b174d-1131-40d9-ae8e-6c4136b3f099","NAGALAKSHMI529","True","2025-01-21 13:18:41"
"Track Your Repair - Best Buy","a2553ca2-2a25-4b36-9368-9181e09f2df6","SHIVA005_ARCH","False","2025-01-21 11:12:21"
"Member Deals - Best Buy","397165fe-1975-4bd1-9b36-ce9a00cc907f","NAGALAKSHMI529","False","2025-01-21 17:37:00"
"Schedule a Service - Best Buy","463b1811-b333-4487-b231-91963e76080b","AMRUTHABOYAPATI","False","2025-01-21 10:33:46"
"Clearance Electronics Outlet - Best Buy","5cd2bff6-2d51-4480-a4c5-fdf26434566e","RTUMMALA999","True","2025-01-21 17:15:45"
"Best Buy Support & Customer Service","2bd85037-ae5c-4067-a2f1-95a07721322b","RTUMMALA999","False","2025-01-21 20:55:52"
"Best Buy Support & Customer Service","cf5cfe65-c6ca-4e6b-8507-ae0d26223efe","MANIDEEPBOYAPATI9","False","2025-01-21 16:20:23"
"Member Deals - Best Buy","a5ec3ab2-8fdc-4585-844e-2d44b95edba4","VIKATARI","True","2025-01-21 11:37:30"
"Track Your Repair - Best Buy","391f0670-cf4f-4129-805d-900318938978","SRIBIGDATA24","False","2025-01-21 05:09:06"
"Schedule a Service - Best Buy","8a31295f-badc-4faa-9d7b-7ddb956f70d1","SRIKANTHPITTA18","True","2025-01-21 15:38:39"
"Schedule a Service - Best Buy","fb36d763-8ed7-4a19-8d68-4fe8425f3b8b","AMRUTHABOYAPATI","False","2025-01-21 16:52:22"
"Best Buy | Official Online Store | Shop Now &amp; Save","cdc3db24-9efb-454d-87ea-cd68e801c0a0","VIJAYCHIMATA","False","2025-01-21 14:57:19"
"Member Deals - Best Buy","593e364e-5826-4170-a776-e20e9ecca275","MANIDEEPBOYAPATI9","False","2025-01-21 09:31:00"
"Track Your Repair - Best Buy","5a2c4854-365c-4692-b6dd-b241846d25ca","NAGALAKSHMI529","True","2025-01-21 04:49:11"
"Clearance Electronics Outlet - Best Buy","2c810729-d064-40b1-a1d9-b1adb602853b","RTUMMALA999","False","2025-01-21 23:22:07"
"Best Buy Top Deals","062c6ff0-7eaf-43d3-a38f-3afc8426bf95","SHIVA005_ARCH","False","2025-01-21 23:36:32"
